## Wed Jan 24 14:51:26 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Xanthobacter_chromosome_2420	1317124.DW2_03204	2.01e-129	384.0	COG0624@1|root,COG0624@2|Bacteria,1MVBR@1224|Proteobacteria,2TUHU@28211|Alphaproteobacteria,2XNZF@285107|Thioclava	28211|Alphaproteobacteria	E	Peptidase dimerisation domain	-	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
Xanthobacter_chromosome_2421	1268622.AVS7_04643	7.75e-101	299.0	COG0410@1|root,COG0410@2|Bacteria,1MVVC@1224|Proteobacteria,2VNUS@28216|Betaproteobacteria,4AIYM@80864|Comamonadaceae	28216|Betaproteobacteria	E	ABC transporter	-	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
Xanthobacter_chromosome_2422	1380355.JNIJ01000001_gene3988	8.4e-102	303.0	COG0411@1|root,COG0411@2|Bacteria,1NP6N@1224|Proteobacteria,2U27F@28211|Alphaproteobacteria,3K5XU@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	ATPases associated with a variety of cellular activities	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
Xanthobacter_chromosome_2423	1038859.AXAU01000003_gene6200	6.69e-118	354.0	COG4177@1|root,COG4177@2|Bacteria,1MV66@1224|Proteobacteria,2TSJQ@28211|Alphaproteobacteria,3JW7Q@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Branched-chain amino acid transport system / permease component	-	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
Xanthobacter_chromosome_2424	1089552.KI911559_gene2080	2.28e-121	357.0	COG0559@1|root,COG0559@2|Bacteria,1MU25@1224|Proteobacteria,2TSDS@28211|Alphaproteobacteria,2JQSZ@204441|Rhodospirillales	204441|Rhodospirillales	E	Belongs to the binding-protein-dependent transport system permease family	livH	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
Xanthobacter_chromosome_2425	1317124.DW2_03179	7.14e-175	499.0	COG0683@1|root,COG0683@2|Bacteria,1MWJ1@1224|Proteobacteria,2TT0T@28211|Alphaproteobacteria,2XNXD@285107|Thioclava	28211|Alphaproteobacteria	E	Receptor family ligand binding region	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
Xanthobacter_chromosome_2426	1125973.JNLC01000010_gene1920	7.36e-205	578.0	COG0665@1|root,COG0665@2|Bacteria,1MVIZ@1224|Proteobacteria,2TRT9@28211|Alphaproteobacteria,3JSM9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase	MA20_32330	-	1.4.5.1	ko:K00285	ko00360,map00360	-	R01374,R09493	RC00006,RC00025	ko00000,ko00001,ko01000	-	-	-	DAO
Xanthobacter_chromosome_2427	78245.Xaut_4172	5.06e-97	282.0	COG0346@1|root,COG0346@2|Bacteria,1RCYX@1224|Proteobacteria,2U7A8@28211|Alphaproteobacteria,3EZ9N@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	gloA	GO:0003674,GO:0003824,GO:0004462,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016846,GO:0034641,GO:0043603,GO:0044237,GO:0051186,GO:0071704,GO:1901564	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase
Xanthobacter_chromosome_2428	1131814.JAFO01000001_gene2439	1.66e-152	432.0	COG0846@1|root,COG0846@2|Bacteria,1MUK1@1224|Proteobacteria,2TV1Q@28211|Alphaproteobacteria,3EZ5P@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	Sir2 family	MA20_30275	-	-	ko:K12410	-	-	-	-	ko00000,ko01000	-	-	-	SIR2
Xanthobacter_chromosome_2429	78245.Xaut_4174	8.68e-108	315.0	COG1278@1|root,COG1278@2|Bacteria,1RAUE@1224|Proteobacteria,2U0S7@28211|Alphaproteobacteria,3EZDY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	Cold shock protein domain	cspB	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
Xanthobacter_chromosome_2430	78245.Xaut_4175	1.17e-64	203.0	COG1430@1|root,COG1430@2|Bacteria,1MZBJ@1224|Proteobacteria,2UBSI@28211|Alphaproteobacteria,3EZPY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Uncharacterized ACR, COG1430	-	-	-	ko:K09005	-	-	-	-	ko00000	-	-	-	DUF192
Xanthobacter_chromosome_2432	78245.Xaut_1174	2.38e-87	258.0	COG2146@1|root,COG2146@2|Bacteria,1N72F@1224|Proteobacteria,2UFDN@28211|Alphaproteobacteria,3F1FS@335928|Xanthobacteraceae	28211|Alphaproteobacteria	P	Rieske [2Fe-2S] domain	-	-	-	-	-	-	-	-	-	-	-	-	Rieske
Xanthobacter_chromosome_2433	78245.Xaut_1175	2.85e-106	308.0	297UU@1|root,2ZDZM@2|Bacteria,1RART@1224|Proteobacteria,2U6H1@28211|Alphaproteobacteria,3F09K@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2434	224911.27353268	3.52e-101	311.0	COG0582@1|root,COG0582@2|Bacteria,1MWBN@1224|Proteobacteria,2TUNW@28211|Alphaproteobacteria,3JW40@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
Xanthobacter_chromosome_2435	78245.Xaut_3601	1.71e-97	285.0	2ADFV@1|root,3135Y@2|Bacteria,1PRV8@1224|Proteobacteria,2V43B@28211|Alphaproteobacteria,3F1X5@335928|Xanthobacteraceae	78245.Xaut_3601|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2436	1120792.JAFV01000001_gene583	6.39e-60	191.0	2C6IB@1|root,330V4@2|Bacteria,1NDIH@1224|Proteobacteria,2UI6B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2437	78245.Xaut_3679	4.47e-99	293.0	2DKVY@1|root,30IDW@2|Bacteria,1RE6Y@1224|Proteobacteria,2U8WV@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
Xanthobacter_chromosome_2438	1131814.JAFO01000001_gene2058	1.11e-69	228.0	2DM98@1|root,327XW@2|Bacteria,1RH12@1224|Proteobacteria,2UATQ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2439	78245.Xaut_3683	1.57e-133	386.0	2C2XN@1|root,32GT6@2|Bacteria,1REZE@1224|Proteobacteria,2U8HW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	PFAM ERF family protein	-	-	-	-	-	-	-	-	-	-	-	-	ERF
Xanthobacter_chromosome_2445	366394.Smed_1921	1.98e-154	436.0	COG4422@1|root,COG4422@2|Bacteria,1MXQI@1224|Proteobacteria,2TVMB@28211|Alphaproteobacteria,4BCWQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF5131)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5131
Xanthobacter_chromosome_2446	1509405.GV67_03925	1.15e-136	395.0	COG1028@1|root,COG1028@2|Bacteria,1RBAD@1224|Proteobacteria,2U5CK@28211|Alphaproteobacteria,4BI9E@82115|Rhizobiaceae	28211|Alphaproteobacteria	IQ	Short-chain dehydrogenase reductase Sdr	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2450	1041147.AUFB01000014_gene337	4.22e-14	68.2	294X4@1|root,2ZSA4@2|Bacteria,1P7D5@1224|Proteobacteria,2UX4Z@28211|Alphaproteobacteria,4BKDN@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2458	1038858.AXBA01000017_gene1107	7.92e-52	168.0	COG1598@1|root,COG1598@2|Bacteria,1RIRX@1224|Proteobacteria,2U92H@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	HicB_like antitoxin of bacterial toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	HicB_lk_antitox
Xanthobacter_chromosome_2459	1156935.QWE_13823	3.32e-24	92.8	COG1724@1|root,COG1724@2|Bacteria	2|Bacteria	N	mRNA binding	-	-	-	ko:K07339	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HicA_toxin
Xanthobacter_chromosome_2461	78245.Xaut_3618	1.06e-122	351.0	COG4725@1|root,COG4725@2|Bacteria,1R553@1224|Proteobacteria,2TRP6@28211|Alphaproteobacteria,3F1SX@335928|Xanthobacteraceae	28211|Alphaproteobacteria	KT	MT-A70	-	-	-	-	-	-	-	-	-	-	-	-	MT-A70
Xanthobacter_chromosome_2462	1381123.AYOD01000005_gene1270	2.02e-108	324.0	COG0175@1|root,COG0175@2|Bacteria,1QZJ1@1224|Proteobacteria,2U233@28211|Alphaproteobacteria,43PFI@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	EH	sulfate reduction	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2464	1054213.HMPREF9946_02214	1.04e-15	83.2	COG1403@1|root,COG1403@2|Bacteria	2|Bacteria	V	endonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF2599
Xanthobacter_chromosome_2466	78245.Xaut_3702	2.85e-102	301.0	28U50@1|root,2ZGAW@2|Bacteria,1P8B7@1224|Proteobacteria,2UYVE@28211|Alphaproteobacteria,3F1G2@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2467	1207063.P24_13738	9.59e-20	83.2	2986G@1|root,2ZVCB@2|Bacteria,1P74R@1224|Proteobacteria,2UXSR@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2469	1041138.KB890222_gene733	7.08e-82	250.0	28P9A@1|root,2ZC2W@2|Bacteria,1N5EH@1224|Proteobacteria,2UE6G@28211|Alphaproteobacteria,4BF19@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2470	266835.14027384	4.19e-69	213.0	COG5556@1|root,COG5556@2|Bacteria,1RDY8@1224|Proteobacteria,2UHMB@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Uncharacterized conserved protein (DUF2280)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2280
Xanthobacter_chromosome_2471	1353531.AZNX01000042_gene4042	5.27e-202	569.0	COG5362@1|root,COG5362@2|Bacteria,1NKZK@1224|Proteobacteria,2U4BJ@28211|Alphaproteobacteria,4BMKJ@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_6,Terminase_6C
Xanthobacter_chromosome_2472	78245.Xaut_3705	3.26e-278	768.0	COG4695@1|root,COG4695@2|Bacteria,1MUP5@1224|Proteobacteria,2TT33@28211|Alphaproteobacteria,3EXW6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	TIGRFAM phage portal protein, HK97 family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
Xanthobacter_chromosome_2473	78245.Xaut_3706	1.59e-185	546.0	COG2369@1|root,COG2369@2|Bacteria,1P87U@1224|Proteobacteria,2TSNA@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	head morphogenesis protein, SPP1	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
Xanthobacter_chromosome_2475	78245.Xaut_3707	7.37e-80	240.0	2EDWZ@1|root,337S0@2|Bacteria,1N87K@1224|Proteobacteria,2UGNE@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2477	78245.Xaut_3708	9.48e-209	584.0	COG3740@1|root,COG3740@2|Bacteria,1N2D8@1224|Proteobacteria,2UD3U@28211|Alphaproteobacteria,3EZQ7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	U35, phage prohead HK97	-	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78
Xanthobacter_chromosome_2478	78245.Xaut_3709	1.36e-276	762.0	COG4653@1|root,COG4653@2|Bacteria,1MWU1@1224|Proteobacteria,2TSSY@28211|Alphaproteobacteria,3EYVY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	TIGRFAM phage major capsid protein, HK97 family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S78,Phage_capsid
Xanthobacter_chromosome_2479	78245.Xaut_3710	1.4e-64	200.0	2F6ZI@1|root,33ZFF@2|Bacteria,1NY2H@1224|Proteobacteria,2UTWM@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2482	78245.Xaut_3712	1.39e-89	266.0	2DNTW@1|root,32Z46@2|Bacteria,1N82R@1224|Proteobacteria,2UGUN@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2483	78245.Xaut_3713	2.85e-54	172.0	2EH3T@1|root,33AVS@2|Bacteria,1NI76@1224|Proteobacteria,2UM16@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2484	78245.Xaut_3714	7.52e-72	218.0	2EKDT@1|root,33E42@2|Bacteria,1NHUX@1224|Proteobacteria,2UMAJ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Bacteriophage related domain of unknown function	-	-	-	-	-	-	-	-	-	-	-	-	DUF4128
Xanthobacter_chromosome_2485	397945.Aave_1717	2.24e-12	67.8	2DM22@1|root,31DR9@2|Bacteria,1NH7Q@1224|Proteobacteria,2W5I2@28216|Betaproteobacteria,4AITK@80864|Comamonadaceae	28216|Betaproteobacteria	L	PFAM Arc domain protein DNA binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Arc
Xanthobacter_chromosome_2487	1423144.Gal_02250	3.84e-51	179.0	2EFZ4@1|root,339RA@2|Bacteria,1NNFF@1224|Proteobacteria,2UU9W@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	KilA-N	-	-	-	-	-	-	-	-	-	-	-	-	KilA-N
Xanthobacter_chromosome_2488	1116369.KB890024_gene2532	3.39e-50	168.0	COG3391@1|root,COG3391@2|Bacteria,1Q0SZ@1224|Proteobacteria,2VEAH@28211|Alphaproteobacteria,43MI4@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	M	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_2
Xanthobacter_chromosome_2490	366394.Smed_1880	6.75e-97	326.0	COG3064@1|root,COG3064@2|Bacteria,1QZE9@1224|Proteobacteria,2TY77@28211|Alphaproteobacteria,4BCCB@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Prophage tail length tape measure protein	-	-	-	-	-	-	-	-	-	-	-	-	TMP_2
Xanthobacter_chromosome_2491	349102.Rsph17025_1312	1.53e-08	60.8	2DWEU@1|root,32V1G@2|Bacteria,1N3KM@1224|Proteobacteria,2UDR8@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2492	1429916.X566_20165	1.84e-63	202.0	2AJYS@1|root,31AMZ@2|Bacteria,1NQXX@1224|Proteobacteria,2UNZD@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF2163
Xanthobacter_chromosome_2495	316055.RPE_1925	2.44e-51	193.0	28JTG@1|root,2Z9IR@2|Bacteria,1R0GC@1224|Proteobacteria,2TURR@28211|Alphaproteobacteria,3JUCC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2793)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2793
Xanthobacter_chromosome_2498	1101190.ARWB01000001_gene2351	8.69e-78	244.0	COG3409@1|root,COG3409@2|Bacteria,1RAFU@1224|Proteobacteria,2U9U7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	M	D-alanyl-D-alanine carboxypeptidase	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_1,Peptidase_M15_4
Xanthobacter_chromosome_2499	267608.RSc3236	4.24e-24	102.0	COG2197@1|root,COG2197@2|Bacteria,1NA3X@1224|Proteobacteria,2VWX0@28216|Betaproteobacteria,1KAW7@119060|Burkholderiaceae	28216|Betaproteobacteria	KT	phage-related functions and prophages	-	-	-	-	-	-	-	-	-	-	-	-	HNH_3
Xanthobacter_chromosome_2500	1122132.AQYH01000008_gene2786	4.34e-18	78.6	2BRBV@1|root,32KAE@2|Bacteria,1PR6I@1224|Proteobacteria,2V3HJ@28211|Alphaproteobacteria,4BKMY@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2506	1183438.GKIL_4478	1.09e-158	458.0	COG1061@1|root,COG1061@2|Bacteria,1G0T8@1117|Cyanobacteria	1117|Cyanobacteria	L	Type III restriction enzyme res subunit	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C,ResIII
Xanthobacter_chromosome_2507	1183438.GKIL_4477	1.77e-204	585.0	COG0323@1|root,COG0323@2|Bacteria	2|Bacteria	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c_3
Xanthobacter_chromosome_2508	1183438.GKIL_4476	4.61e-136	396.0	COG0863@1|root,COG0863@2|Bacteria,1G2AV@1117|Cyanobacteria	1117|Cyanobacteria	L	Belongs to the N(4) N(6)-methyltransferase family	-	-	2.1.1.113	ko:K00590	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
Xanthobacter_chromosome_2510	78245.Xaut_3645	1.47e-59	195.0	COG2197@1|root,COG2197@2|Bacteria,1NJYA@1224|Proteobacteria,2UJH4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	KT	response regulator	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2511	1211777.BN77_p40114	3.23e-94	289.0	COG3183@1|root,COG3183@2|Bacteria	2|Bacteria	L	HNH endonuclease	-	-	-	ko:K07451	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DUF3578,DUF3883,HNH
Xanthobacter_chromosome_2512	78245.Xaut_3740	1.06e-64	202.0	COG2135@1|root,COG2135@2|Bacteria,1PZ3Z@1224|Proteobacteria,2TTEE@28211|Alphaproteobacteria,3F0FM@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Belongs to the SOS response-associated peptidase family	-	-	-	-	-	-	-	-	-	-	-	-	SRAP
Xanthobacter_chromosome_2514	1156935.QWE_14402	1.46e-46	150.0	COG2944@1|root,COG2944@2|Bacteria,1NEQG@1224|Proteobacteria,2UG7R@28211|Alphaproteobacteria,4BH4M@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	ko:K07726	-	-	-	-	ko00000,ko03000	-	-	-	HTH_31
Xanthobacter_chromosome_2515	1120919.AUBI01000024_gene3467	3.66e-44	144.0	COG2929@1|root,COG2929@2|Bacteria,1N923@1224|Proteobacteria,2UHZW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Ribonuclease toxin, BrnT, of type II toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	BrnT_toxin
Xanthobacter_chromosome_2516	1040982.AXAL01000004_gene4405	1.6e-66	229.0	COG0846@1|root,COG0846@2|Bacteria,1Q89F@1224|Proteobacteria,2U2PP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	SIR2-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SIR2_2
Xanthobacter_chromosome_2517	1122214.AQWH01000007_gene1807	2.92e-295	928.0	COG4625@1|root,COG4625@2|Bacteria,1N4H5@1224|Proteobacteria,2TT5A@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	outer membrane autotransporter barrel	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_2518	1120983.KB894572_gene3194	2.25e-234	650.0	COG0454@1|root,COG0456@2|Bacteria,1NHTY@1224|Proteobacteria,2TTS1@28211|Alphaproteobacteria,1JQ0E@119043|Rhodobiaceae	28211|Alphaproteobacteria	K	Domain of unknown function (DUF4915)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4915
Xanthobacter_chromosome_2519	1346791.M529_01155	6.21e-77	229.0	COG3293@1|root,COG3293@2|Bacteria,1RDDI@1224|Proteobacteria,2U7E3@28211|Alphaproteobacteria,2KA3B@204457|Sphingomonadales	204457|Sphingomonadales	L	Putative transposase of IS4/5 family (DUF4096)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4096
Xanthobacter_chromosome_2520	279238.Saro_0506	1.33e-89	262.0	COG0309@1|root,COG0309@2|Bacteria,1RDJ4@1224|Proteobacteria,2U7HE@28211|Alphaproteobacteria,2K3ZP@204457|Sphingomonadales	204457|Sphingomonadales	O	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_2
Xanthobacter_chromosome_2521	1304878.AUGD01000008_gene5763	6.88e-142	420.0	COG0582@1|root,COG0582@2|Bacteria,1N2H9@1224|Proteobacteria,2TS7K@28211|Alphaproteobacteria,3JWPB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_3,Phage_int_SAM_3,Phage_integrase
Xanthobacter_chromosome_2522	1131814.JAFO01000001_gene1725	4.2e-31	126.0	COG3391@1|root,COG3391@2|Bacteria,1RF7X@1224|Proteobacteria,2U7M2@28211|Alphaproteobacteria,3EZT9@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	TIGRFAM 40-residue YVTN family beta-propeller repeat protein	mxaE	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_D1,Lactonase,NHL
Xanthobacter_chromosome_2523	1131814.JAFO01000001_gene1726	6.58e-81	244.0	COG2304@1|root,COG2304@2|Bacteria,1R12U@1224|Proteobacteria,2TYWY@28211|Alphaproteobacteria,3EZNY@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Polyketide cyclase / dehydrase and lipid transport	-	-	-	ko:K16260	ko00680,ko01120,map00680,map01120	-	-	-	ko00000,ko00001	-	-	-	Polyketide_cyc2
Xanthobacter_chromosome_2524	1131814.JAFO01000001_gene1727	1.51e-141	410.0	COG2304@1|root,COG2304@2|Bacteria,1MX8R@1224|Proteobacteria,2TS76@28211|Alphaproteobacteria,3EY07@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	von Willebrand factor (vWF) type A domain	mxaL	-	-	ko:K16259	ko00680,ko01120,map00680,map01120	-	-	-	ko00000,ko00001	-	-	-	VWA_2
Xanthobacter_chromosome_2525	1131814.JAFO01000001_gene1728	2.06e-68	214.0	2B8R8@1|root,32213@2|Bacteria,1N38U@1224|Proteobacteria,2U9EQ@28211|Alphaproteobacteria,3EZRW@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	mxaK	-	-	ko:K16258	ko00680,ko01120,map00680,map01120	-	-	-	ko00000,ko00001	-	-	-	-
Xanthobacter_chromosome_2526	1131814.JAFO01000001_gene1729	2.16e-148	428.0	COG2304@1|root,COG2304@2|Bacteria,1QRPV@1224|Proteobacteria,2U2EX@28211|Alphaproteobacteria,3EYVD@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	von Willebrand factor type A domain	mxaC	-	-	ko:K16257	ko00680,ko01120,map00680,map01120	-	-	-	ko00000,ko00001	-	-	-	VWA_2
Xanthobacter_chromosome_2527	1131814.JAFO01000001_gene1730	2.46e-100	304.0	29WHQ@1|root,30I3V@2|Bacteria,1RENZ@1224|Proteobacteria,2U6ZD@28211|Alphaproteobacteria,3EZFT@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	mxaA	-	-	ko:K16256	ko00680,ko01120,map00680,map01120	-	-	-	ko00000,ko00001	-	-	-	-
Xanthobacter_chromosome_2528	1131814.JAFO01000001_gene1731	1.39e-104	313.0	COG1721@1|root,COG1721@2|Bacteria,1R69F@1224|Proteobacteria,2U4IS@28211|Alphaproteobacteria,3EZA2@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	von Willebrand factor (vWF) type A domain	mxaS	-	-	-	-	-	-	-	-	-	-	-	DUF58
Xanthobacter_chromosome_2529	1131814.JAFO01000001_gene1732	4.58e-191	536.0	COG0714@1|root,COG0714@2|Bacteria,1MUCP@1224|Proteobacteria,2U0P9@28211|Alphaproteobacteria,3EYND@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	ATPase family associated with various cellular activities (AAA)	mxaR	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	AAA_3
